confidence,location,sound,fpath
0.996708,29500,S1,./data/set_a/__201103011036.wav
0.999487,30000,S2,./data/set_a/__201103011036.wav
0.902057,31000,S2,./data/set_a/__201103011036.wav
0.999448,31500,S2,./data/set_a/__201103011036.wav
0.999546,32000,S1,./data/set_a/__201103011036.wav
0.99988,32500,S2,./data/set_a/__201103011036.wav
0.999904,33000,S1,./data/set_a/__201103011036.wav
0.999921,33500,S2,./data/set_a/__201103011036.wav
0.999687,34000,S1,./data/set_a/__201103011036.wav
0.991644,38000,S2,./data/set_a/__201103011036.wav
0.997843,38500,S2,./data/set_a/__201103011036.wav
0.999135,39000,S2,./data/set_a/__201103011036.wav
0.942561,39500,S1,./data/set_a/__201103011036.wav
0.999992,40000,S1,./data/set_a/__201103011036.wav
0.999835,40500,S2,./data/set_a/__201103011036.wav
0.999306,42000,S1,./data/set_a/__201103011036.wav
0.986726,42500,S2,./data/set_a/__201103011036.wav
0.999974,43000,S2,./data/set_a/__201103011036.wav
0.999971,43500,S1,./data/set_a/__201103011036.wav
0.998813,44000,S2,./data/set_a/__201103011036.wav
0.999681,44500,S1,./data/set_a/__201103011036.wav
0.999988,45500,S2,./data/set_a/__201103011036.wav
0.999089,46000,S2,./data/set_a/__201103011036.wav
0.998012,47000,S1,./data/set_a/__201103011036.wav
0.986518,47500,S2,./data/set_a/__201103011036.wav
0.995203,48500,S1,./data/set_a/__201103011036.wav
0.999993,49000,S1,./data/set_a/__201103011036.wav
0.999993,49500,S2,./data/set_a/__201103011036.wav
0.999961,50000,S1,./data/set_a/__201103011036.wav
0.983356,51000,S1,./data/set_a/__201103011036.wav
0.961317,51500,S2,./data/set_a/__201103011036.wav
0.998596,52500,S1,./data/set_a/__201103011036.wav
0.999945,53000,S2,./data/set_a/__201103011036.wav
0.998676,53500,S1,./data/set_a/__201103011036.wav
0.92489,54000,S2,./data/set_a/__201103011036.wav
0.999418,54500,S1,./data/set_a/__201103011036.wav
0.993541,55000,S2,./data/set_a/__201103011036.wav
0.996347,56500,S1,./data/set_a/__201103011036.wav
0.998658,57000,S2,./data/set_a/__201103011036.wav
0.947486,60500,S2,./data/set_a/__201103011036.wav
0.999486,61500,S1,./data/set_a/__201103011036.wav
0.996128,62000,S2,./data/set_a/__201103011036.wav
0.999045,62500,S1,./data/set_a/__201103011036.wav
0.959048,64000,S2,./data/set_a/__201103011036.wav
0.999233,65000,S1,./data/set_a/__201103011036.wav
0.911227,66500,S1,./data/set_a/__201103011036.wav
0.945377,67500,S2,./data/set_a/__201103011036.wav
0.9987,68500,S1,./data/set_a/__201103011036.wav
0.999819,70500,S2,./data/set_a/__201103011036.wav
0.9456,71000,S2,./data/set_a/__201103011036.wav
0.929629,72500,S2,./data/set_a/__201103011036.wav
0.985825,73500,S2,./data/set_a/__201103011036.wav
0.999853,74000,S2,./data/set_a/__201103011036.wav
0.990158,76500,S1,./data/set_a/__201103011036.wav
0.993609,79500,S2,./data/set_a/__201103011036.wav
0.998663,80000,S1,./data/set_a/__201103011036.wav
0.999912,80500,S1,./data/set_a/__201103011036.wav
0.982727,81000,S1,./data/set_a/__201103011036.wav
0.997277,81500,S1,./data/set_a/__201103011036.wav
0.91422,82000,S2,./data/set_a/__201103011036.wav
0.958117,83000,S2,./data/set_a/__201103011036.wav
0.991984,84000,S2,./data/set_a/__201103011036.wav
0.995093,84500,S2,./data/set_a/__201103011036.wav
0.995489,85500,S1,./data/set_a/__201103011036.wav
0.966599,86000,S2,./data/set_a/__201103011036.wav
0.999913,87000,S1,./data/set_a/__201103011036.wav
0.970842,87500,S2,./data/set_a/__201103011036.wav
0.984966,88000,S1,./data/set_a/__201103011036.wav
0.999274,88500,S2,./data/set_a/__201103011036.wav
0.963112,90000,S1,./data/set_a/__201103011036.wav
0.998235,91000,S1,./data/set_a/__201103011036.wav
0.926934,92000,S2,./data/set_a/__201103011036.wav
0.990133,92500,S2,./data/set_a/__201103011036.wav
0.954742,93500,S1,./data/set_a/__201103011036.wav
0.973325,94000,S2,./data/set_a/__201103011036.wav
0.976292,94500,S2,./data/set_a/__201103011036.wav
0.925771,95500,S1,./data/set_a/__201103011036.wav
0.998491,96500,S2,./data/set_a/__201103011036.wav
0.999333,97000,S1,./data/set_a/__201103011036.wav
0.9886,98000,S2,./data/set_a/__201103011036.wav
0.998602,98500,S1,./data/set_a/__201103011036.wav
0.999836,99000,S2,./data/set_a/__201103011036.wav
0.978671,99500,S1,./data/set_a/__201103011036.wav
0.985985,101500,S1,./data/set_a/__201103011036.wav
0.999365,102500,S2,./data/set_a/__201103011036.wav
0.998398,103500,S1,./data/set_a/__201103011036.wav
0.9135,104000,S1,./data/set_a/__201103011036.wav
0.937014,104500,S1,./data/set_a/__201103011036.wav
0.999894,105500,S1,./data/set_a/__201103011036.wav
0.957013,106000,S1,./data/set_a/__201103011036.wav
0.975981,107000,S2,./data/set_a/__201103011036.wav
0.97812,107500,S1,./data/set_a/__201103011036.wav
0.996779,108000,S1,./data/set_a/__201103011036.wav
0.927348,109000,S1,./data/set_a/__201103011036.wav
0.986593,111500,S1,./data/set_a/__201103011036.wav
0.998385,112500,S2,./data/set_a/__201103011036.wav
0.988172,113000,S1,./data/set_a/__201103011036.wav
0.906145,114500,S2,./data/set_a/__201103011036.wav
0.968822,115000,S2,./data/set_a/__201103011036.wav
0.968836,116000,S2,./data/set_a/__201103011036.wav
0.999997,116500,S1,./data/set_a/__201103011036.wav
0.99945,117500,S2,./data/set_a/__201103011036.wav
0.998431,118000,S1,./data/set_a/__201103011036.wav
0.999887,119000,S2,./data/set_a/__201103011036.wav
0.989697,121500,S2,./data/set_a/__201103011036.wav
0.962345,123000,S2,./data/set_a/__201103011036.wav
0.999709,123500,S1,./data/set_a/__201103011036.wav
0.999881,124000,S2,./data/set_a/__201103011036.wav
0.998735,125500,S2,./data/set_a/__201103011036.wav
0.999732,127500,S1,./data/set_a/__201103011036.wav
0.991029,128000,S2,./data/set_a/__201103011036.wav
0.999985,128500,S1,./data/set_a/__201103011036.wav
0.971479,129000,S1,./data/set_a/__201103011036.wav
0.991563,129500,S2,./data/set_a/__201103011036.wav
0.999985,130000,S2,./data/set_a/__201103011036.wav
0.980627,131000,S1,./data/set_a/__201103011036.wav
0.915569,132000,S2,./data/set_a/__201103011036.wav
0.999925,132500,S2,./data/set_a/__201103011036.wav
0.990702,133000,S2,./data/set_a/__201103011036.wav
0.999979,133500,S1,./data/set_a/__201103011036.wav
0.999986,134000,S2,./data/set_a/__201103011036.wav
0.999965,134500,S1,./data/set_a/__201103011036.wav
0.99871,135500,S1,./data/set_a/__201103011036.wav
0.922419,137000,S1,./data/set_a/__201103011036.wav
0.991767,137500,S1,./data/set_a/__201103011036.wav
0.992512,139000,S2,./data/set_a/__201103011036.wav
0.922736,139500,S2,./data/set_a/__201103011036.wav
0.995286,140500,S1,./data/set_a/__201103011036.wav
0.991434,142500,S2,./data/set_a/__201103011036.wav
0.985691,143500,S2,./data/set_a/__201103011036.wav
0.999258,144000,S1,./data/set_a/__201103011036.wav
0.938428,144500,S2,./data/set_a/__201103011036.wav
0.963655,146500,S1,./data/set_a/__201103011036.wav
0.998592,148500,S1,./data/set_a/__201103011036.wav
0.993139,149000,S1,./data/set_a/__201103011036.wav
0.999555,149500,S2,./data/set_a/__201103011036.wav
0.999646,150000,S1,./data/set_a/__201103011036.wav
0.968757,150500,S2,./data/set_a/__201103011036.wav
0.960852,151000,S2,./data/set_a/__201103011036.wav
0.956353,151500,S2,./data/set_a/__201103011036.wav
0.998173,152000,S1,./data/set_a/__201103011036.wav
0.991519,152500,S1,./data/set_a/__201103011036.wav
0.969141,154000,S1,./data/set_a/__201103011036.wav
0.971849,157500,S1,./data/set_a/__201103011036.wav
0.999755,158000,S2,./data/set_a/__201103011036.wav
0.983772,158500,S2,./data/set_a/__201103011036.wav
0.998316,159000,S1,./data/set_a/__201103011036.wav
0.991505,159500,S1,./data/set_a/__201103011036.wav
0.924233,160000,S2,./data/set_a/__201103011036.wav
0.986284,161500,S1,./data/set_a/__201103011036.wav
1.0,162500,S2,./data/set_a/__201103011036.wav
0.991354,163000,S1,./data/set_a/__201103011036.wav
0.998145,163500,S1,./data/set_a/__201103011036.wav
0.999597,164000,S2,./data/set_a/__201103011036.wav
0.940745,164500,S2,./data/set_a/__201103011036.wav
0.999344,165500,S2,./data/set_a/__201103011036.wav
0.973038,166000,S1,./data/set_a/__201103011036.wav
0.936704,167000,S2,./data/set_a/__201103011036.wav
0.969133,167500,S1,./data/set_a/__201103011036.wav
0.960034,168000,S1,./data/set_a/__201103011036.wav
0.912409,169000,S2,./data/set_a/__201103011036.wav
0.967145,169500,S2,./data/set_a/__201103011036.wav
0.956311,170000,S1,./data/set_a/__201103011036.wav
0.999439,170500,S2,./data/set_a/__201103011036.wav
0.999515,171000,S1,./data/set_a/__201103011036.wav
0.99795,171500,S1,./data/set_a/__201103011036.wav
0.999971,172000,S2,./data/set_a/__201103011036.wav
0.994355,173500,S1,./data/set_a/__201103011036.wav
0.997883,174000,S1,./data/set_a/__201103011036.wav
0.929985,175500,S1,./data/set_a/__201103011036.wav
0.967841,176500,S1,./data/set_a/__201103011036.wav
0.998251,178500,S2,./data/set_a/__201103011036.wav
0.990781,179000,S1,./data/set_a/__201103011036.wav
0.989587,179500,S2,./data/set_a/__201103011036.wav
0.965004,181000,S2,./data/set_a/__201103011036.wav
0.943645,182500,S1,./data/set_a/__201103011036.wav
0.971919,183000,S1,./data/set_a/__201103011036.wav
0.959652,183500,S1,./data/set_a/__201103011036.wav
0.979764,184000,S2,./data/set_a/__201103011036.wav
1.0,185000,S2,./data/set_a/__201103011036.wav
0.934588,185500,S1,./data/set_a/__201103011036.wav
0.999251,187000,S1,./data/set_a/__201103011036.wav
0.998361,187500,S2,./data/set_a/__201103011036.wav
0.987328,188000,S1,./data/set_a/__201103011036.wav
0.999991,188500,S2,./data/set_a/__201103011036.wav
0.99896,189000,S1,./data/set_a/__201103011036.wav
0.93365,189500,S1,./data/set_a/__201103011036.wav
0.963128,190500,S2,./data/set_a/__201103011036.wav
0.999399,191500,S2,./data/set_a/__201103011036.wav
0.91834,192500,S1,./data/set_a/__201103011036.wav
0.906364,193000,S2,./data/set_a/__201103011036.wav
0.997515,194000,S2,./data/set_a/__201103011036.wav
0.994143,194500,S2,./data/set_a/__201103011036.wav
0.974149,195000,S1,./data/set_a/__201103011036.wav
0.999792,195500,S2,./data/set_a/__201103011036.wav
0.994657,197000,S2,./data/set_a/__201103011036.wav
0.999552,197500,S2,./data/set_a/__201103011036.wav
0.999114,198500,S2,./data/set_a/__201103011036.wav
0.994199,199500,S1,./data/set_a/__201103011036.wav
0.99069,200000,S1,./data/set_a/__201103011036.wav
0.979019,200500,S2,./data/set_a/__201103011036.wav
0.999945,201000,S2,./data/set_a/__201103011036.wav
0.999939,201500,S1,./data/set_a/__201103011036.wav
0.999701,202500,S2,./data/set_a/__201103011036.wav
0.999957,203500,S1,./data/set_a/__201103011036.wav
0.996686,204000,S1,./data/set_a/__201103011036.wav
0.979875,204500,S1,./data/set_a/__201103011036.wav
0.996641,206500,S1,./data/set_a/__201103011036.wav
0.913656,207000,S2,./data/set_a/__201103011036.wav
0.961931,208000,S2,./data/set_a/__201103011036.wav
0.933228,208500,S1,./data/set_a/__201103011036.wav
0.960313,209000,S1,./data/set_a/__201103011036.wav
0.958964,209500,S2,./data/set_a/__201103011036.wav
0.904415,211000,S2,./data/set_a/__201103011036.wav
0.972643,211500,S1,./data/set_a/__201103011036.wav
0.993325,213000,S2,./data/set_a/__201103011036.wav
0.99894,215000,S1,./data/set_a/__201103011036.wav
0.990486,216000,S1,./data/set_a/__201103011036.wav
0.997833,216500,S2,./data/set_a/__201103011036.wav
0.993808,217000,S1,./data/set_a/__201103011036.wav
0.993503,217500,S2,./data/set_a/__201103011036.wav
0.997412,218000,S1,./data/set_a/__201103011036.wav
0.981222,218500,S2,./data/set_a/__201103011036.wav
0.906524,219500,S1,./data/set_a/__201103011036.wav
0.996259,220500,S2,./data/set_a/__201103011036.wav
0.999958,221000,S1,./data/set_a/__201103011036.wav
0.998639,221500,S2,./data/set_a/__201103011036.wav
0.984321,222000,S2,./data/set_a/__201103011036.wav
0.977864,222500,S1,./data/set_a/__201103011036.wav
0.905802,223000,S2,./data/set_a/__201103011036.wav
0.970437,223500,S2,./data/set_a/__201103011036.wav
0.99719,224000,S2,./data/set_a/__201103011036.wav
0.939326,225500,S1,./data/set_a/__201103011036.wav
0.970858,226000,S1,./data/set_a/__201103011036.wav
0.964261,226500,S2,./data/set_a/__201103011036.wav
0.925686,227500,S2,./data/set_a/__201103011036.wav
0.998306,228000,S1,./data/set_a/__201103011036.wav
0.999908,228500,S2,./data/set_a/__201103011036.wav
0.987145,230000,S1,./data/set_a/__201103011036.wav
0.994037,232500,S1,./data/set_a/__201103011036.wav
0.908726,233000,S1,./data/set_a/__201103011036.wav
0.979232,233500,S1,./data/set_a/__201103011036.wav
0.999656,234500,S2,./data/set_a/__201103011036.wav
0.982904,235000,S2,./data/set_a/__201103011036.wav
0.999728,235500,S1,./data/set_a/__201103011036.wav
0.999984,236000,S2,./data/set_a/__201103011036.wav
0.982284,236500,S1,./data/set_a/__201103011036.wav
0.995669,238500,S1,./data/set_a/__201103011036.wav
0.99813,239000,S2,./data/set_a/__201103011036.wav
0.956663,239500,S2,./data/set_a/__201103011036.wav
0.999992,240500,S2,./data/set_a/__201103011036.wav
1.0,241000,S1,./data/set_a/__201103011036.wav
0.999993,241500,S1,./data/set_a/__201103011036.wav
0.999666,242000,S2,./data/set_a/__201103011036.wav
0.99984,242500,S1,./data/set_a/__201103011036.wav
0.975281,243000,S1,./data/set_a/__201103011036.wav
0.999733,243500,S1,./data/set_a/__201103011036.wav
0.999359,244000,S2,./data/set_a/__201103011036.wav
0.958656,245000,S2,./data/set_a/__201103011036.wav
0.981867,248500,S2,./data/set_a/__201103011036.wav
0.989342,249000,S1,./data/set_a/__201103011036.wav
0.994289,249500,S2,./data/set_a/__201103011036.wav
0.99502,250000,S1,./data/set_a/__201103011036.wav
0.914592,251000,S2,./data/set_a/__201103011036.wav
0.999311,251500,S1,./data/set_a/__201103011036.wav
0.952859,252000,S2,./data/set_a/__201103011036.wav
0.999422,252500,S2,./data/set_a/__201103011036.wav
0.999375,254000,S1,./data/set_a/__201103011036.wav
0.985466,254500,S2,./data/set_a/__201103011036.wav
0.990424,255000,S2,./data/set_a/__201103011036.wav
0.932512,255500,S1,./data/set_a/__201103011036.wav
0.996673,256000,S2,./data/set_a/__201103011036.wav
0.952345,256500,S1,./data/set_a/__201103011036.wav
0.98589,257500,S2,./data/set_a/__201103011036.wav
0.998732,258500,S1,./data/set_a/__201103011036.wav
0.995185,260000,S2,./data/set_a/__201103011036.wav
0.999261,261500,S1,./data/set_a/__201103011036.wav
0.958184,262500,S1,./data/set_a/__201103011036.wav
0.935271,264000,S1,./data/set_a/__201103011036.wav
0.999734,264500,S2,./data/set_a/__201103011036.wav
0.998926,265000,S1,./data/set_a/__201103011036.wav
0.991231,265500,S2,./data/set_a/__201103011036.wav
0.999935,266000,S1,./data/set_a/__201103011036.wav
0.986629,267500,S1,./data/set_a/__201103011036.wav
0.915622,268000,S2,./data/set_a/__201103011036.wav
0.995291,271000,S1,./data/set_a/__201103011036.wav
0.999891,271500,S2,./data/set_a/__201103011036.wav
0.999956,272000,S1,./data/set_a/__201103011036.wav
0.999612,273000,S1,./data/set_a/__201103011036.wav
0.983816,274000,S1,./data/set_a/__201103011036.wav
0.984845,275000,S2,./data/set_a/__201103011036.wav
0.997387,276500,S1,./data/set_a/__201103011036.wav
0.981731,277000,S1,./data/set_a/__201103011036.wav
0.996879,277500,S1,./data/set_a/__201103011036.wav
0.998666,278000,S2,./data/set_a/__201103011036.wav
0.984146,278500,S1,./data/set_a/__201103011036.wav
0.998122,279500,S2,./data/set_a/__201103011036.wav
0.956434,280000,S1,./data/set_a/__201103011036.wav
0.967112,281000,S1,./data/set_a/__201103011036.wav
0.99781,281500,S1,./data/set_a/__201103011036.wav
0.978623,282500,S2,./data/set_a/__201103011036.wav
0.995955,284500,S2,./data/set_a/__201103011036.wav
0.965211,285500,S2,./data/set_a/__201103011036.wav
0.998369,286000,S1,./data/set_a/__201103011036.wav
0.970871,286500,S2,./data/set_a/__201103011036.wav
0.952741,287000,S1,./data/set_a/__201103011036.wav
0.923581,287500,S2,./data/set_a/__201103011036.wav
0.992732,288000,S1,./data/set_a/__201103011036.wav
0.982559,288500,S2,./data/set_a/__201103011036.wav
0.98104,289000,S1,./data/set_a/__201103011036.wav
0.962667,289500,S2,./data/set_a/__201103011036.wav
0.997323,290500,S2,./data/set_a/__201103011036.wav
0.986782,291000,S1,./data/set_a/__201103011036.wav
0.992083,292000,S1,./data/set_a/__201103011036.wav
0.955703,292500,S2,./data/set_a/__201103011036.wav
0.970722,293000,S1,./data/set_a/__201103011036.wav
0.999723,293500,S1,./data/set_a/__201103011036.wav
0.999985,294000,S2,./data/set_a/__201103011036.wav
0.997402,294500,S1,./data/set_a/__201103011036.wav
0.957793,295000,S1,./data/set_a/__201103011036.wav
0.997931,295500,S2,./data/set_a/__201103011036.wav
0.998667,296000,S1,./data/set_a/__201103011036.wav
0.999365,296500,S2,./data/set_a/__201103011036.wav
0.999283,297000,S1,./data/set_a/__201103011036.wav
0.986675,297500,S2,./data/set_a/__201103011036.wav
0.910004,298000,S2,./data/set_a/__201103011036.wav
0.999704,298500,S1,./data/set_a/__201103011036.wav
0.996059,299000,S2,./data/set_a/__201103011036.wav
0.999997,301000,S2,./data/set_a/__201103011036.wav
0.936635,303000,S1,./data/set_a/__201103011036.wav
0.996714,303500,S1,./data/set_a/__201103011036.wav
0.936924,304000,S2,./data/set_a/__201103011036.wav
0.989849,305500,S1,./data/set_a/__201103011036.wav
0.998672,306500,S2,./data/set_a/__201103011036.wav
0.966894,307500,S2,./data/set_a/__201103011036.wav
0.982097,308000,S2,./data/set_a/__201103011036.wav
0.984391,308500,S2,./data/set_a/__201103011036.wav
0.956817,309000,S1,./data/set_a/__201103011036.wav
0.999509,309500,S2,./data/set_a/__201103011036.wav
0.999963,310000,S1,./data/set_a/__201103011036.wav
0.992541,310500,S1,./data/set_a/__201103011036.wav
0.982677,311000,S1,./data/set_a/__201103011036.wav
0.989591,313000,S2,./data/set_a/__201103011036.wav
0.977502,313500,S1,./data/set_a/__201103011036.wav
0.996449,314500,S2,./data/set_a/__201103011036.wav
0.904038,315000,S1,./data/set_a/__201103011036.wav
0.989594,315500,S2,./data/set_a/__201103011036.wav
0.973548,316000,S2,./data/set_a/__201103011036.wav
0.91885,316500,S1,./data/set_a/__201103011036.wav
0.99365,317500,S1,./data/set_a/__201103011036.wav
0.995274,318500,S1,./data/set_a/__201103011036.wav
0.988711,320500,S2,./data/set_a/__201103011036.wav
0.993125,321500,S1,./data/set_a/__201103011036.wav
0.988251,322000,S2,./data/set_a/__201103011036.wav
1.0,322500,S1,./data/set_a/__201103011036.wav
0.999962,323000,S2,./data/set_a/__201103011036.wav
0.999242,323500,S1,./data/set_a/__201103011036.wav
0.999881,324000,S2,./data/set_a/__201103011036.wav
0.995103,325500,S2,./data/set_a/__201103011036.wav
0.998749,326000,S1,./data/set_a/__201103011036.wav
0.999177,326500,S2,./data/set_a/__201103011036.wav
0.998366,327000,S1,./data/set_a/__201103011036.wav
0.999974,328000,S2,./data/set_a/__201103011036.wav
0.973553,328500,S1,./data/set_a/__201103011036.wav
0.999513,329000,S2,./data/set_a/__201103011036.wav
0.999029,330000,S1,./data/set_a/__201103011036.wav
0.998944,330500,S2,./data/set_a/__201103011036.wav
0.997741,331000,S2,./data/set_a/__201103011036.wav
0.993924,332000,S1,./data/set_a/__201103011036.wav
0.990746,332500,S2,./data/set_a/__201103011036.wav
0.98937,333000,S2,./data/set_a/__201103011036.wav
0.951178,333500,S1,./data/set_a/__201103011036.wav
0.976562,335500,S1,./data/set_a/__201103011036.wav
0.999704,336500,S1,./data/set_a/__201103011036.wav
0.980106,337000,S2,./data/set_a/__201103011036.wav
0.937178,338500,S1,./data/set_a/__201103011036.wav
0.950231,339500,S1,./data/set_a/__201103011036.wav
0.976107,340000,S1,./data/set_a/__201103011036.wav
0.998581,342000,S1,./data/set_a/__201103011036.wav
0.996558,343000,S1,./data/set_a/__201103011036.wav
0.984836,343500,S2,./data/set_a/__201103011036.wav
0.999534,344000,S1,./data/set_a/__201103011036.wav
0.905746,344500,S2,./data/set_a/__201103011036.wav
0.99967,345000,S1,./data/set_a/__201103011036.wav
0.999396,345500,S2,./data/set_a/__201103011036.wav
0.99983,346000,S1,./data/set_a/__201103011036.wav
0.987307,346500,S2,./data/set_a/__201103011036.wav
0.970937,347000,S1,./data/set_a/__201103011036.wav
0.993949,348000,S2,./data/set_a/__201103011036.wav
0.999999,348500,S1,./data/set_a/__201103011036.wav
0.995332,349500,S1,./data/set_a/__201103011036.wav
0.951892,350000,S1,./data/set_a/__201103011036.wav
0.900689,350500,S2,./data/set_a/__201103011036.wav
0.932151,352500,S1,./data/set_a/__201103011036.wav
0.950925,354500,S1,./data/set_a/__201103011036.wav
0.999237,355500,S2,./data/set_a/__201103011036.wav
0.999993,356000,S1,./data/set_a/__201103011036.wav
0.997164,356500,S2,./data/set_a/__201103011036.wav
0.998705,357000,S1,./data/set_a/__201103011036.wav
0.999923,357500,S2,./data/set_a/__201103011036.wav
0.999992,358000,S1,./data/set_a/__201103011036.wav
0.998604,358500,S2,./data/set_a/__201103011036.wav
0.993211,360000,S1,./data/set_a/__201103011036.wav
0.998219,360500,S2,./data/set_a/__201103011036.wav
0.950826,361000,S1,./data/set_a/__201103011036.wav
0.988992,361500,S2,./data/set_a/__201103011036.wav
0.994902,362500,S1,./data/set_a/__201103011036.wav
0.997362,363500,S2,./data/set_a/__201103011036.wav
0.996645,364000,S1,./data/set_a/__201103011036.wav
0.991026,365500,S2,./data/set_a/__201103011036.wav
0.933984,366000,S1,./data/set_a/__201103011036.wav
0.969669,366500,S1,./data/set_a/__201103011036.wav
0.998159,367000,S1,./data/set_a/__201103011036.wav
0.999997,367500,S2,./data/set_a/__201103011036.wav
0.949843,368000,S1,./data/set_a/__201103011036.wav
0.996227,368500,S2,./data/set_a/__201103011036.wav
0.999863,369000,S1,./data/set_a/__201103011036.wav
0.999374,369500,S2,./data/set_a/__201103011036.wav
0.999345,370000,S1,./data/set_a/__201103011036.wav
0.995995,371500,S2,./data/set_a/__201103011036.wav
0.997375,372500,S2,./data/set_a/__201103011036.wav
0.997164,373000,S1,./data/set_a/__201103011036.wav
0.956574,373500,S1,./data/set_a/__201103011036.wav
0.989696,374000,S2,./data/set_a/__201103011036.wav
0.999119,374500,S2,./data/set_a/__201103011036.wav
0.99551,375000,S1,./data/set_a/__201103011036.wav
0.938782,375500,S2,./data/set_a/__201103011036.wav
0.999999,376000,S1,./data/set_a/__201103011036.wav
0.997673,376500,S2,./data/set_a/__201103011036.wav
0.995875,377000,S1,./data/set_a/__201103011036.wav
0.99874,378500,S1,./data/set_a/__201103011036.wav
0.968469,379000,S2,./data/set_a/__201103011036.wav
0.969482,379500,S2,./data/set_a/__201103011036.wav
0.999981,380500,S1,./data/set_a/__201103011036.wav
0.998765,381000,S2,./data/set_a/__201103011036.wav
0.966559,381500,S1,./data/set_a/__201103011036.wav
0.977697,382000,S2,./data/set_a/__201103011036.wav
0.964009,382500,S1,./data/set_a/__201103011036.wav
0.920628,383000,S2,./data/set_a/__201103011036.wav
0.95927,384000,S2,./data/set_a/__201103011036.wav
0.924301,385000,S2,./data/set_a/__201103011036.wav
0.967961,386500,S2,./data/set_a/__201103011036.wav
0.944915,387000,S2,./data/set_a/__201103011036.wav
0.997122,389000,S2,./data/set_a/__201103011036.wav
0.979875,389500,S2,./data/set_a/__201103011036.wav
0.991974,390000,S1,./data/set_a/__201103011036.wav
0.988434,390500,S2,./data/set_a/__201103011036.wav
0.948844,391000,S1,./data/set_a/__201103011036.wav
0.988305,391500,S1,./data/set_a/__201103011036.wav
0.985713,392500,S1,./data/set_a/__201103011036.wav
0.998931,3000,S2,./data/set_a/__201103140236.wav
0.996808,4000,S1,./data/set_a/__201103140236.wav
0.9318,4500,S1,./data/set_a/__201103140236.wav
0.976796,5500,S2,./data/set_a/__201103140236.wav
0.958577,7000,S2,./data/set_a/__201103140236.wav
0.994795,8000,S2,./data/set_a/__201103140236.wav
0.956553,8500,S1,./data/set_a/__201103140236.wav
0.989707,10000,S1,./data/set_a/__201103140236.wav
0.99786,10500,S1,./data/set_a/__201103140236.wav
0.998539,11000,S1,./data/set_a/__201103140236.wav
0.999784,11500,S2,./data/set_a/__201103140236.wav
0.913627,12000,S1,./data/set_a/__201103140236.wav
0.992517,12500,S1,./data/set_a/__201103140236.wav
0.958806,17000,S1,./data/set_a/__201103140236.wav
0.9946,17500,S1,./data/set_a/__201103140236.wav
0.999884,18000,S2,./data/set_a/__201103140236.wav
0.949558,18500,S1,./data/set_a/__201103140236.wav
0.998988,19000,S1,./data/set_a/__201103140236.wav
0.999899,20000,S2,./data/set_a/__201103140236.wav
0.973337,21000,S1,./data/set_a/__201103140236.wav
0.997706,21500,S2,./data/set_a/__201103140236.wav
0.997946,22000,S2,./data/set_a/__201103140236.wav
0.998127,22500,S1,./data/set_a/__201103140236.wav
0.910788,23000,S2,./data/set_a/__201103140236.wav
0.999696,24000,S1,./data/set_a/__201103140236.wav
0.934892,24500,S2,./data/set_a/__201103140236.wav
0.976779,25000,S2,./data/set_a/__201103140236.wav
0.998293,25500,S2,./data/set_a/__201103140236.wav
0.999903,26000,S1,./data/set_a/__201103140236.wav
0.999862,26500,S2,./data/set_a/__201103140236.wav
0.989185,27000,S1,./data/set_a/__201103140236.wav
0.934101,27500,S2,./data/set_a/__201103140236.wav
0.999238,28000,S2,./data/set_a/__201103140236.wav
0.992659,28500,S1,./data/set_a/__201103140236.wav
0.978203,29000,S2,./data/set_a/__201103140236.wav
0.999773,29500,S2,./data/set_a/__201103140236.wav
0.963899,30000,S2,./data/set_a/__201103140236.wav
0.996379,30500,S2,./data/set_a/__201103140236.wav
0.989462,31000,S2,./data/set_a/__201103140236.wav
0.99524,31500,S1,./data/set_a/__201103140236.wav
0.997122,32000,S2,./data/set_a/__201103140236.wav
0.999817,32500,S1,./data/set_a/__201103140236.wav
1.0,33000,S2,./data/set_a/__201103140236.wav
0.970883,34000,S2,./data/set_a/__201103140236.wav
0.991611,35500,S1,./data/set_a/__201103140236.wav
0.999755,37000,S2,./data/set_a/__201103140236.wav
0.99096,37500,S1,./data/set_a/__201103140236.wav
0.999984,38500,S2,./data/set_a/__201103140236.wav
0.970048,39500,S2,./data/set_a/__201103140236.wav
0.91876,44000,S2,./data/set_a/__201103140236.wav
0.937636,44500,S2,./data/set_a/__201103140236.wav
0.984461,45000,S2,./data/set_a/__201103140236.wav
0.998294,45500,S2,./data/set_a/__201103140236.wav
0.999948,46000,S1,./data/set_a/__201103140236.wav
0.998383,48500,S2,./data/set_a/__201103140236.wav
0.999625,49000,S1,./data/set_a/__201103140236.wav
0.996933,49500,S2,./data/set_a/__201103140236.wav
0.941466,50500,S2,./data/set_a/__201103140236.wav
0.999394,51500,S1,./data/set_a/__201103140236.wav
0.968789,52000,S1,./data/set_a/__201103140236.wav
0.928101,52500,S2,./data/set_a/__201103140236.wav
0.993174,53000,S1,./data/set_a/__201103140236.wav
0.99005,54000,S1,./data/set_a/__201103140236.wav
0.999604,54500,S2,./data/set_a/__201103140236.wav
0.916743,55000,S1,./data/set_a/__201103140236.wav
0.998453,55500,S1,./data/set_a/__201103140236.wav
0.967511,56000,S2,./data/set_a/__201103140236.wav
0.950833,56500,S1,./data/set_a/__201103140236.wav
